TEMPO;PROCESSO;PAGINA;ACAO
42;20;4;ENTROU
42;20;5;ENTROU
42;20;6;ENTROU
42;20;7;ENTROU
42;20;8;ENTROU
42;20;9;ENTROU
42;20;10;ENTROU
42;20;11;ENTROU
48;20;0;SAIU
48;20;1;SAIU
48;20;2;SAIU
48;20;3;SAIU
48;20;4;SAIU
48;20;5;SAIU
48;20;6;SAIU
48;20;7;SAIU
48;20;8;SAIU
48;20;9;SAIU
48;20;10;SAIU
48;20;11;SAIU
48;21;0;ENTROU
48;21;1;ENTROU
48;21;2;ENTROU
48;21;3;ENTROU
48;21;4;ENTROU
48;21;5;ENTROU
48;21;6;ENTROU
48;21;7;ENTROU
48;21;8;ENTROU
48;21;9;ENTROU
48;21;10;ENTROU
48;21;11;ENTROU
48;21;12;ENTROU
53;21;0;SAIU
53;21;1;SAIU
53;21;2;SAIU
53;21;3;SAIU
53;21;4;SAIU
53;21;5;SAIU
53;21;6;SAIU
53;21;7;SAIU
53;21;8;SAIU
53;21;9;SAIU
53;21;10;SAIU
53;21;11;SAIU
53;21;12;SAIU
53;22;0;ENTROU
53;22;1;ENTROU
53;22;2;ENTROU
53;22;3;ENTROU
53;22;4;ENTROU
53;22;5;ENTROU
53;22;6;ENTROU
53;23;7;ENTROU
53;23;8;ENTROU
53;23;9;ENTROU
53;23;10;ENTROU
53;23;11;ENTROU
53;23;12;ENTROU
53;23;13;ENTROU
59;22;0;SAIU
59;22;1;SAIU
59;22;2;SAIU
59;22;3;SAIU
59;22;4;SAIU
59;22;5;SAIU
59;22;6;SAIU
59;24;0;ENTROU
59;24;1;ENTROU
59;24;2;ENTROU
59;24;3;ENTROU
59;24;4;ENTROU
59;24;5;ENTROU
59;24;6;ENTROU
59;25;14;ENTROU
60;7;15;SAIU
60;7;16;SAIU
60;7;17;SAIU
60;7;18;SAIU
60;7;19;SAIU
60;7;20;SAIU
60;7;21;SAIU
60;7;22;SAIU
60;7;23;SAIU
60;7;24;SAIU
60;7;25;SAIU
60;7;26;SAIU
60;7;27;SAIU
60;24;0;SAIU
60;24;1;SAIU
60;24;2;SAIU
60;24;3;SAIU
60;24;4;SAIU
60;24;5;SAIU
60;24;6;SAIU
60;25;14;SAIU
60;26;0;ENTROU
60;26;1;ENTROU
60;26;2;ENTROU
60;26;3;ENTROU
60;26;4;ENTROU
60;26;5;ENTROU
60;26;6;ENTROU
60;27;14;ENTROU
60;27;15;ENTROU
60;27;16;ENTROU
60;27;17;ENTROU
60;27;18;ENTROU
60;27;19;ENTROU
60;27;20;ENTROU
61;26;0;SAIU
61;26;1;SAIU
61;26;2;SAIU
61;26;3;SAIU
61;26;4;SAIU
61;26;5;SAIU
61;26;6;SAIU
61;27;14;SAIU
61;27;15;SAIU
61;27;16;SAIU
61;27;17;SAIU
61;27;18;SAIU
61;27;19;SAIU
61;27;20;SAIU
61;28;0;ENTROU
61;28;1;ENTROU
61;28;2;ENTROU
61;28;3;ENTROU
61;28;4;ENTROU
61;28;5;ENTROU
61;28;6;ENTROU
61;28;14;ENTROU
61;28;15;ENTROU
61;28;16;ENTROU
61;28;17;ENTROU
61;28;18;ENTROU
61;28;19;ENTROU
61;28;20;ENTROU
61;28;21;ENTROU
61;28;22;ENTROU
63;23;7;SAIU
63;23;8;SAIU
63;23;9;SAIU
63;23;10;SAIU
63;23;11;SAIU
63;23;12;SAIU
63;23;13;SAIU
63;28;0;SAIU
63;28;1;SAIU
63;28;2;SAIU
63;28;3;SAIU
63;28;4;SAIU
63;28;5;SAIU
63;28;6;SAIU
63;28;14;SAIU
63;28;15;SAIU
63;28;16;SAIU
63;28;17;SAIU
63;28;18;SAIU
63;28;19;SAIU
63;28;20;SAIU
63;28;21;SAIU
63;28;22;SAIU
63;29;0;ENTROU
63;29;1;ENTROU
63;29;2;ENTROU
63;29;3;ENTROU
63;29;4;ENTROU
63;29;5;ENTROU
63;29;6;ENTROU
63;29;7;ENTROU
63;29;8;ENTROU
63;29;9;ENTROU
63;29;10;ENTROU
63;29;11;ENTROU
63;30;12;ENTROU
63;30;13;ENTROU
63;30;14;ENTROU
63;30;15;ENTROU
63;30;16;ENTROU
63;30;17;ENTROU
63;30;18;ENTROU
63;30;19;ENTROU
63;30;20;ENTROU
63;30;21;ENTROU
63;30;22;ENTROU
63;30;23;ENTROU
63;31;24;ENTROU
63;31;25;ENTROU
63;31;26;ENTROU
63;32;27;ENTROU
66;29;0;SAIU
66;29;1;SAIU
66;29;2;SAIU
66;29;3;SAIU
66;29;4;SAIU
66;29;5;SAIU
66;29;6;SAIU
66;29;7;SAIU
66;29;8;SAIU
66;29;9;SAIU
66;29;10;SAIU
66;29;11;SAIU
66;33;0;ENTROU
66;33;1;ENTROU
66;33;2;ENTROU
66;33;3;ENTROU
66;33;4;ENTROU
66;33;5;ENTROU
66;33;6;ENTROU
67;30;12;SAIU
67;30;13;SAIU
67;30;14;SAIU
67;30;15;SAIU
67;30;16;SAIU
67;30;17;SAIU
67;30;18;SAIU
67;30;19;SAIU
67;30;20;SAIU
67;30;21;SAIU
67;30;22;SAIU
67;30;23;SAIU
67;34;7;ENTROU
67;34;8;ENTROU
67;34;9;ENTROU
67;34;10;ENTROU
67;34;11;ENTROU
67;34;12;ENTROU
67;34;13;ENTROU
67;34;14;ENTROU
67;34;15;ENTROU
67;34;16;ENTROU
67;34;17;ENTROU
67;34;18;ENTROU
67;34;19;ENTROU
67;35;20;ENTROU
67;35;21;ENTROU
67;35;22;ENTROU
67;35;23;ENTROU
67;35;28;ENTROU
67;35;29;ENTROU
68;31;24;SAIU
68;31;25;SAIU
68;31;26;SAIU
69;32;27;SAIU
72;33;0;SAIU
72;33;1;SAIU
72;33;2;SAIU
72;33;3;SAIU
72;33;4;SAIU
72;33;5;SAIU
72;33;6;SAIU
72;36;0;ENTROU
72;36;1;ENTROU
72;36;2;ENTROU
72;36;3;ENTROU
72;36;4;ENTROU
72;36;5;ENTROU
72;36;6;ENTROU
72;36;24;ENTROU
72;36;25;ENTROU
72;36;26;ENTROU
72;36;27;ENTROU
72;36;30;ENTROU
72;36;31;ENTROU
73;34;7;SAIU
73;34;8;SAIU
73;34;9;SAIU
73;34;10;SAIU
73;34;11;SAIU
73;34;12;SAIU
73;34;13;SAIU
73;34;14;SAIU
73;34;15;SAIU
73;34;16;SAIU
73;34;17;SAIU
73;34;18;SAIU
73;34;19;SAIU
73;35;20;SAIU
73;35;21;SAIU
73;35;22;SAIU
73;35;23;SAIU
73;35;28;SAIU
73;35;29;SAIU
73;37;7;ENTROU
73;37;8;ENTROU
73;37;9;ENTROU
73;37;10;ENTROU
73;37;11;ENTROU
73;37;12;ENTROU
73;37;13;ENTROU
73;37;14;ENTROU
73;37;15;ENTROU
73;37;16;ENTROU
78;36;0;SAIU
78;36;1;SAIU
78;36;2;SAIU
78;36;3;SAIU
78;36;4;SAIU
78;36;5;SAIU
78;36;6;SAIU
78;36;24;SAIU
78;36;25;SAIU
78;36;26;SAIU
78;36;27;SAIU
78;36;30;SAIU
78;36;31;SAIU
78;38;0;ENTROU
78;38;1;ENTROU
78;38;2;ENTROU
78;38;3;ENTROU
78;38;4;ENTROU
78;38;5;ENTROU
78;38;6;ENTROU
78;38;17;ENTROU
78;38;18;ENTROU
78;38;19;ENTROU
78;38;20;ENTROU
78;38;21;ENTROU
78;38;22;ENTROU
78;38;23;ENTROU
78;38;24;ENTROU
78;38;25;ENTROU
78;38;26;ENTROU
78;38;27;ENTROU
78;38;28;ENTROU
79;37;7;SAIU
79;37;8;SAIU
79;37;9;SAIU
79;37;10;SAIU
79;37;11;SAIU
79;37;12;SAIU
79;37;13;SAIU
79;37;14;SAIU
79;37;15;SAIU
79;37;16;SAIU
79;39;7;ENTROU
79;39;8;ENTROU
79;39;9;ENTROU
79;39;10;ENTROU
79;39;11;ENTROU
79;39;12;ENTROU
79;40;13;ENTROU
79;40;14;ENTROU
79;40;15;ENTROU
79;40;16;ENTROU
79;40;29;ENTROU
79;40;30;ENTROU
79;40;31;ENTROU
87;38;0;SAIU
87;38;1;SAIU
87;38;2;SAIU
87;38;3;SAIU
87;38;4;SAIU
87;38;5;SAIU
87;38;6;SAIU
87;38;17;SAIU
87;38;18;SAIU
87;38;19;SAIU
87;38;20;SAIU
87;38;21;SAIU
87;38;22;SAIU
87;38;23;SAIU
87;38;24;SAIU
87;38;25;SAIU
87;38;26;SAIU
87;38;27;SAIU
87;38;28;SAIU
87;39;7;SAIU
87;39;8;SAIU
87;39;9;SAIU
87;39;10;SAIU
87;39;11;SAIU
87;39;12;SAIU
87;40;13;SAIU
87;40;14;SAIU
87;40;15;SAIU
87;40;16;SAIU
87;40;29;SAIU
87;40;30;SAIU
87;40;31;SAIU
87;41;0;ENTROU
87;41;1;ENTROU
87;41;2;ENTROU
87;41;3;ENTROU
87;41;4;ENTROU
87;41;5;ENTROU
87;41;6;ENTROU
87;41;7;ENTROU
87;41;8;ENTROU
87;41;9;ENTROU
87;41;10;ENTROU
87;41;11;ENTROU
87;41;12;ENTROU
87;41;13;ENTROU
87;41;14;ENTROU
87;41;15;ENTROU
87;41;16;ENTROU
87;41;17;ENTROU
87;41;18;ENTROU
87;42;19;ENTROU
87;42;20;ENTROU
87;42;21;ENTROU
87;42;22;ENTROU
87;42;23;ENTROU
87;42;24;ENTROU
87;42;25;ENTROU
87;42;26;ENTROU
87;42;27;ENTROU
87;42;28;ENTROU
87;42;29;ENTROU
87;42;30;ENTROU
87;42;31;ENTROU
93;42;19;SAIU
93;42;20;SAIU
93;42;21;SAIU
93;42;22;SAIU
93;42;23;SAIU
93;42;24;SAIU
93;42;25;SAIU
93;42;26;SAIU
93;42;27;SAIU
93;42;28;SAIU
93;42;29;SAIU
93;42;30;SAIU
93;42;31;SAIU
93;43;19;ENTROU
93;43;20;ENTROU
93;43;21;ENTROU
93;43;22;ENTROU
93;43;23;ENTROU
93;43;19;SAIU
93;43;20;SAIU
93;43;21;SAIU
93;43;22;SAIU
93;43;23;SAIU
94;41;0;SAIU
94;41;1;SAIU
94;41;2;SAIU
94;41;3;SAIU
94;41;4;SAIU
94;41;5;SAIU
94;41;6;SAIU
94;41;7;SAIU
94;41;8;SAIU
94;41;9;SAIU
94;41;10;SAIU
94;41;11;SAIU
94;41;12;SAIU
94;41;13;SAIU
94;41;14;SAIU
94;41;15;SAIU
94;41;16;SAIU
94;41;17;SAIU
94;41;18;SAIU
94;44;0;ENTROU
94;44;1;ENTROU
94;44;2;ENTROU
94;44;3;ENTROU
94;44;4;ENTROU
94;44;5;ENTROU
94;44;6;ENTROU
94;44;7;ENTROU
94;44;8;ENTROU
94;44;9;ENTROU
94;44;10;ENTROU
94;44;11;ENTROU
94;44;12;ENTROU
94;44;13;ENTROU
94;45;14;ENTROU
94;46;15;ENTROU
94;47;16;ENTROU
94;48;17;ENTROU
94;48;18;ENTROU
94;48;19;ENTROU
94;49;20;ENTROU
94;49;21;ENTROU
94;50;22;ENTROU
94;50;23;ENTROU
94;50;24;ENTROU
94;50;25;ENTROU
94;50;26;ENTROU
94;50;27;ENTROU
94;50;28;ENTROU
106;50;22;SAIU
106;50;23;SAIU
106;50;24;SAIU
106;50;25;SAIU
106;50;26;SAIU
106;50;27;SAIU
106;50;28;SAIU
119;44;0;SAIU
119;44;1;SAIU
119;44;2;SAIU
119;44;3;SAIU
119;44;4;SAIU
119;44;5;SAIU
119;44;6;SAIU
119;44;7;SAIU
119;44;8;SAIU
119;44;9;SAIU
119;44;10;SAIU
119;44;11;SAIU
119;44;12;SAIU
119;44;13;SAIU
120;45;14;SAIU
121;46;15;SAIU
123;47;16;SAIU
128;49;20;SAIU
128;49;21;SAIU
129;48;17;SAIU
129;48;18;SAIU
129;48;19;SAIU
