TEMPO;PROCESSO;PAGINA;ACAO
77;38;15;ENTROU
77;38;16;ENTROU
77;38;17;ENTROU
77;38;18;ENTROU
77;38;19;ENTROU
77;38;40;ENTROU
77;38;41;ENTROU
77;38;42;ENTROU
77;38;43;ENTROU
77;38;44;ENTROU
77;38;45;ENTROU
77;38;46;ENTROU
77;38;47;ENTROU
77;38;48;ENTROU
77;38;49;ENTROU
77;38;50;ENTROU
77;38;51;ENTROU
77;38;52;ENTROU
77;38;53;ENTROU
77;38;54;ENTROU
77;38;55;ENTROU
77;38;56;ENTROU
77;38;57;ENTROU
78;37;20;SAIU
78;37;21;SAIU
78;37;22;SAIU
78;37;23;SAIU
78;37;24;SAIU
78;37;25;SAIU
78;37;26;SAIU
78;37;27;SAIU
78;37;28;SAIU
78;37;29;SAIU
78;37;30;SAIU
78;37;31;SAIU
78;37;32;SAIU
78;37;33;SAIU
78;37;34;SAIU
78;37;35;SAIU
78;37;36;SAIU
78;37;37;SAIU
78;37;38;SAIU
78;37;39;SAIU
78;39;20;ENTROU
78;39;21;ENTROU
78;39;22;ENTROU
78;39;23;ENTROU
78;39;24;ENTROU
78;39;25;ENTROU
78;39;26;ENTROU
78;39;27;ENTROU
78;39;28;ENTROU
78;39;29;ENTROU
78;39;30;ENTROU
78;40;31;ENTROU
78;40;32;ENTROU
78;40;33;ENTROU
78;40;34;ENTROU
78;40;35;ENTROU
78;40;36;ENTROU
78;40;37;ENTROU
78;40;38;ENTROU
78;40;39;ENTROU
78;40;58;ENTROU
78;40;59;ENTROU
78;40;60;ENTROU
78;40;61;ENTROU
78;40;62;ENTROU
86;38;0;SAIU
86;38;1;SAIU
86;38;2;SAIU
86;38;3;SAIU
86;38;4;SAIU
86;38;5;SAIU
86;38;6;SAIU
86;38;7;SAIU
86;38;8;SAIU
86;38;9;SAIU
86;38;10;SAIU
86;38;11;SAIU
86;38;12;SAIU
86;38;13;SAIU
86;38;14;SAIU
86;38;15;SAIU
86;38;16;SAIU
86;38;17;SAIU
86;38;18;SAIU
86;38;19;SAIU
86;38;40;SAIU
86;38;41;SAIU
86;38;42;SAIU
86;38;43;SAIU
86;38;44;SAIU
86;38;45;SAIU
86;38;46;SAIU
86;38;47;SAIU
86;38;48;SAIU
86;38;49;SAIU
86;38;50;SAIU
86;38;51;SAIU
86;38;52;SAIU
86;38;53;SAIU
86;38;54;SAIU
86;38;55;SAIU
86;38;56;SAIU
86;38;57;SAIU
86;39;20;SAIU
86;39;21;SAIU
86;39;22;SAIU
86;39;23;SAIU
86;39;24;SAIU
86;39;25;SAIU
86;39;26;SAIU
86;39;27;SAIU
86;39;28;SAIU
86;39;29;SAIU
86;39;30;SAIU
86;40;31;SAIU
86;40;32;SAIU
86;40;33;SAIU
86;40;34;SAIU
86;40;35;SAIU
86;40;36;SAIU
86;40;37;SAIU
86;40;38;SAIU
86;40;39;SAIU
86;40;58;SAIU
86;40;59;SAIU
86;40;60;SAIU
86;40;61;SAIU
86;40;62;SAIU
86;41;0;ENTROU
86;41;1;ENTROU
86;41;2;ENTROU
86;41;3;ENTROU
86;41;4;ENTROU
86;41;5;ENTROU
86;41;6;ENTROU
86;41;7;ENTROU
86;41;8;ENTROU
86;41;9;ENTROU
86;41;10;ENTROU
86;41;11;ENTROU
86;41;12;ENTROU
86;41;13;ENTROU
86;41;14;ENTROU
86;41;15;ENTROU
86;41;16;ENTROU
86;41;17;ENTROU
86;41;18;ENTROU
86;41;19;ENTROU
86;41;20;ENTROU
86;41;21;ENTROU
86;41;22;ENTROU
86;41;23;ENTROU
86;41;24;ENTROU
86;41;25;ENTROU
86;41;26;ENTROU
86;41;27;ENTROU
86;41;28;ENTROU
86;41;29;ENTROU
86;41;30;ENTROU
86;41;31;ENTROU
86;41;32;ENTROU
86;41;33;ENTROU
86;41;34;ENTROU
86;41;35;ENTROU
86;41;36;ENTROU
86;41;37;ENTROU
86;42;38;ENTROU
86;42;39;ENTROU
86;42;40;ENTROU
86;42;41;ENTROU
86;42;42;ENTROU
86;42;43;ENTROU
86;42;44;ENTROU
86;42;45;ENTROU
86;42;46;ENTROU
86;42;47;ENTROU
86;42;48;ENTROU
86;42;49;ENTROU
86;42;50;ENTROU
86;42;51;ENTROU
86;42;52;ENTROU
86;42;53;ENTROU
86;42;54;ENTROU
86;42;55;ENTROU
86;42;56;ENTROU
86;42;57;ENTROU
86;42;58;ENTROU
86;42;59;ENTROU
86;42;60;ENTROU
86;42;61;ENTROU
86;42;62;ENTROU
86;42;63;ENTROU
92;42;38;SAIU
92;42;39;SAIU
92;42;40;SAIU
92;42;41;SAIU
92;42;42;SAIU
92;42;43;SAIU
92;42;44;SAIU
92;42;45;SAIU
92;42;46;SAIU
92;42;47;SAIU
92;42;48;SAIU
92;42;49;SAIU
92;42;50;SAIU
92;42;51;SAIU
92;42;52;SAIU
92;42;53;SAIU
92;42;54;SAIU
92;42;55;SAIU
92;42;56;SAIU
92;42;57;SAIU
92;42;58;SAIU
92;42;59;SAIU
92;42;60;SAIU
92;42;61;SAIU
92;42;62;SAIU
92;42;63;SAIU
92;43;38;ENTROU
92;43;39;ENTROU
92;43;40;ENTROU
92;43;41;ENTROU
92;43;42;ENTROU
92;43;43;ENTROU
92;43;44;ENTROU
92;43;45;ENTROU
92;43;46;ENTROU
92;43;47;ENTROU
92;43;38;SAIU
92;43;39;SAIU
92;43;40;SAIU
92;43;41;SAIU
92;43;42;SAIU
92;43;43;SAIU
92;43;44;SAIU
92;43;45;SAIU
92;43;46;SAIU
92;43;47;SAIU
93;41;0;SAIU
93;41;1;SAIU
93;41;2;SAIU
93;41;3;SAIU
93;41;4;SAIU
93;41;5;SAIU
93;41;6;SAIU
93;41;7;SAIU
93;41;8;SAIU
93;41;9;SAIU
93;41;10;SAIU
93;41;11;SAIU
93;41;12;SAIU
93;41;13;SAIU
93;41;14;SAIU
93;41;15;SAIU
93;41;16;SAIU
93;41;17;SAIU
93;41;18;SAIU
93;41;19;SAIU
93;41;20;SAIU
93;41;21;SAIU
93;41;22;SAIU
93;41;23;SAIU
93;41;24;SAIU
93;41;25;SAIU
93;41;26;SAIU
93;41;27;SAIU
93;41;28;SAIU
93;41;29;SAIU
93;41;30;SAIU
93;41;31;SAIU
93;41;32;SAIU
93;41;33;SAIU
93;41;34;SAIU
93;41;35;SAIU
93;41;36;SAIU
93;41;37;SAIU
93;44;0;ENTROU
93;44;1;ENTROU
93;44;2;ENTROU
93;44;3;ENTROU
93;44;4;ENTROU
93;44;5;ENTROU
93;44;6;ENTROU
93;44;7;ENTROU
93;44;8;ENTROU
93;44;9;ENTROU
93;44;10;ENTROU
93;44;11;ENTROU
93;44;12;ENTROU
93;44;13;ENTROU
93;44;14;ENTROU
93;44;15;ENTROU
93;44;16;ENTROU
93;44;17;ENTROU
93;44;18;ENTROU
93;44;19;ENTROU
93;44;20;ENTROU
93;44;21;ENTROU
93;44;22;ENTROU
93;44;23;ENTROU
93;44;24;ENTROU
93;44;25;ENTROU
93;44;26;ENTROU
93;45;27;ENTROU
93;45;28;ENTROU
93;46;29;ENTROU
93;46;30;ENTROU
93;47;31;ENTROU
93;47;32;ENTROU
93;48;33;ENTROU
93;48;34;ENTROU
93;48;35;ENTROU
93;48;36;ENTROU
93;48;37;ENTROU
93;49;38;ENTROU
93;49;39;ENTROU
93;49;40;ENTROU
93;49;41;ENTROU
93;50;42;ENTROU
93;50;43;ENTROU
93;50;44;ENTROU
93;50;45;ENTROU
93;50;46;ENTROU
93;50;47;ENTROU
93;50;48;ENTROU
93;50;49;ENTROU
93;50;50;ENTROU
93;50;51;ENTROU
93;50;52;ENTROU
93;50;53;ENTROU
93;50;54;ENTROU
105;50;42;SAIU
105;50;43;SAIU
105;50;44;SAIU
105;50;45;SAIU
105;50;46;SAIU
105;50;47;SAIU
105;50;48;SAIU
105;50;49;SAIU
105;50;50;SAIU
105;50;51;SAIU
105;50;52;SAIU
105;50;53;SAIU
105;50;54;SAIU
118;44;0;SAIU
118;44;1;SAIU
118;44;2;SAIU
118;44;3;SAIU
118;44;4;SAIU
118;44;5;SAIU
118;44;6;SAIU
118;44;7;SAIU
118;44;8;SAIU
118;44;9;SAIU
118;44;10;SAIU
118;44;11;SAIU
118;44;12;SAIU
118;44;13;SAIU
118;44;14;SAIU
118;44;15;SAIU
118;44;16;SAIU
118;44;17;SAIU
118;44;18;SAIU
118;44;19;SAIU
118;44;20;SAIU
118;44;21;SAIU
118;44;22;SAIU
118;44;23;SAIU
118;44;24;SAIU
118;44;25;SAIU
118;44;26;SAIU
119;45;27;SAIU
119;45;28;SAIU
120;46;29;SAIU
120;46;30;SAIU
122;47;31;SAIU
122;47;32;SAIU
127;49;38;SAIU
127;49;39;SAIU
127;49;40;SAIU
127;49;41;SAIU
128;48;33;SAIU
128;48;34;SAIU
128;48;35;SAIU
128;48;36;SAIU
128;48;37;SAIU
