TEMPO;PROCESSO;PAGINA;ACAO
39;37;4;ENTROU
40;34;22;SAIU
40;34;23;SAIU
40;34;24;SAIU
40;34;25;SAIU
40;34;26;SAIU
40;34;27;SAIU
40;34;28;SAIU
40;38;5;ENTROU
40;38;6;ENTROU
40;38;22;ENTROU
40;38;23;ENTROU
40;38;24;ENTROU
40;38;25;ENTROU
40;38;26;ENTROU
40;38;27;ENTROU
40;38;28;ENTROU
40;38;31;ENTROU
42;35;7;SAIU
42;35;15;SAIU
42;35;16;SAIU
42;36;17;SAIU
42;36;18;SAIU
42;36;19;SAIU
42;36;20;SAIU
42;36;21;SAIU
42;36;29;SAIU
42;36;30;SAIU
42;39;7;ENTROU
42;39;15;ENTROU
42;39;16;ENTROU
42;40;17;ENTROU
42;40;18;ENTROU
42;40;19;ENTROU
42;40;20;ENTROU
45;37;0;SAIU
45;37;1;SAIU
45;37;2;SAIU
45;37;3;SAIU
45;37;4;SAIU
49;38;5;SAIU
49;38;6;SAIU
49;38;22;SAIU
49;38;23;SAIU
49;38;24;SAIU
49;38;25;SAIU
49;38;26;SAIU
49;38;27;SAIU
49;38;28;SAIU
49;38;31;SAIU
49;41;0;ENTROU
49;41;1;ENTROU
49;41;2;ENTROU
49;41;3;ENTROU
49;41;4;ENTROU
49;41;5;ENTROU
49;41;6;ENTROU
49;41;21;ENTROU
49;41;22;ENTROU
49;41;23;ENTROU
49;42;24;ENTROU
49;42;25;ENTROU
49;42;26;ENTROU
49;42;27;ENTROU
49;42;28;ENTROU
49;42;29;ENTROU
49;42;30;ENTROU
50;39;7;SAIU
50;39;15;SAIU
50;39;16;SAIU
50;40;17;SAIU
50;40;18;SAIU
50;40;19;SAIU
50;40;20;SAIU
50;43;7;ENTROU
50;43;15;ENTROU
50;43;16;ENTROU
50;43;7;SAIU
50;43;15;SAIU
50;43;16;SAIU
51;44;7;ENTROU
51;44;15;ENTROU
51;44;16;ENTROU
51;44;17;ENTROU
51;44;18;ENTROU
51;44;19;ENTROU
51;44;20;ENTROU
51;45;31;ENTROU
55;42;24;SAIU
55;42;25;SAIU
55;42;26;SAIU
55;42;27;SAIU
55;42;28;SAIU
55;42;29;SAIU
55;42;30;SAIU
55;46;24;ENTROU
55;47;25;ENTROU
55;48;26;ENTROU
55;48;27;ENTROU
55;49;28;ENTROU
56;41;0;SAIU
56;41;1;SAIU
56;41;2;SAIU
56;41;3;SAIU
56;41;4;SAIU
56;41;5;SAIU
56;41;6;SAIU
56;41;21;SAIU
56;41;22;SAIU
56;41;23;SAIU
56;50;0;ENTROU
56;50;1;ENTROU
56;50;2;ENTROU
56;50;3;ENTROU
60;7;8;SAIU
60;7;9;SAIU
60;7;10;SAIU
60;7;11;SAIU
60;7;12;SAIU
60;7;13;SAIU
60;7;14;SAIU
68;50;0;SAIU
68;50;1;SAIU
68;50;2;SAIU
68;50;3;SAIU
76;44;7;SAIU
76;44;15;SAIU
76;44;16;SAIU
76;44;17;SAIU
76;44;18;SAIU
76;44;19;SAIU
76;44;20;SAIU
77;45;31;SAIU
82;46;24;SAIU
84;47;25;SAIU
89;49;28;SAIU
90;48;26;SAIU
90;48;27;SAIU
